No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_35mmjack;Sound_Loudspeaker
21;Google;Google Pixel 7a;https://www.gsmarena.com/google_pixel_7a-12170.php;N/A;N/A;"18W wired, PD3.0
7.5W wireless";N/A;N/A;N/A;Li-Po 4385 mAh;IP67 dust/water resistant (up to 1m for 30 min);Glass front (Gorilla Glass 3), aluminum frame, plastic back;152 x 72.9 x 9 mm (5.98 x 2.87 x 0.35 in);Nano-SIM + eSIM;193.5 g (6.84 oz);5.3, A2DP, LE;Yes;GPS, GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~429 ppi density);6.1 inches, 90.7 cm2 (~81.8% screen-to-body ratio);OLED, HDR, 90Hz;N/A;N/A;N/A;N/A;Circle to Search;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2023, May 10;Available. Released 2023, May 10;"64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, dual pixel PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1.12µm";Dual-LED flash, Pixel Shift, Auto-HDR, panorama;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240fps, OIS;UFS 3.1;No;128GB 8GB RAM;Charcoal, Snow, Sea, Coral;GWKK3, GHL1X, G0DZQ, G82U8;$ 166.77 / € 195.00 / £ 170.00 / ₹ 26,970;N/A;N/A;1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 75, 76, 77, 78, 79 SA/NSA/Sub6 - GHL1X, G82U8;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 71 - GWKK3, G0DZQ;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 28, 30, 38, 41, 48, 66, 71, 77, 78 SA/NSA/Sub6 - GWKK3;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 76h;Photo / Video;1070 nits max brightness (measured);-26.5 LUFS (Good);"AnTuTu: 765281 (v9)
GeekBench: 3191 (v5.1), 3631 (v6)
GFXBench: 62fps (ES 3.1 onscreen)";Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Google Tensor G2 (5 nm);Mali-G710 MP7;Android 13, upgradable to Android 15, up to 5 major Android upgrades;N/A;N/A;HDR, panorama;13 MP, f/2.2, 20mm (ultrawide), 1.12µm;4K@30fps, 1080p@30fps;No;Yes, with stereo speakers
22;Google;Google Pixel;https://www.gsmarena.com/google_pixel-8346.php;N/A;N/A;18W wired, PD;Up to 110 h;Up to 456 h (3G);Up to 26 h (3G);Li-Ion 2770 mAh, non-removable;Water-repellent coating;Glass front (Gorilla Glass 4), aluminum/glass back, aluminum frame;143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in);Nano-SIM;143 g (5.04 oz);4.2, A2DP, LE, aptX;Yes;GPS, GLONASS;No;USB Type-C 3.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;Corning Gorilla Glass 4;1080 x 1920 pixels, 16:9 ratio (~441 ppi density);5.0 inches, 68.9 cm2 (~69.0% screen-to-body ratio);AMOLED;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2016, October 04. Released 2016, October 20;Discontinued;N/A;Laser AF, Dual-LED flash, HDR, panorama;"12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF";N/A;4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps;UFS 2.0;No;32GB 4GB RAM, 128GB 4GB RAM;Quite Black, Very Silver, Really Blue;N/A;About 290 EUR;0.92 W/kg (head)     0.58 W/kg (body);0.33 W/kg (head)     0.61 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 21, 26, 28, 32, 38, 39, 40, 41;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps or LTE (3CA) Cat11 600/75 Mbps;GSM / HSPA / LTE;Noise -93.0dB / Crosstalk -92.6dB;N/A;Endurance rating 64h;N/A;Contrast ratio: ∞;Voice 74dB / Noise 68dB / Ring 78dB;Basemark OS II 2.0: 2461Basemark X: 33023;Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Qualcomm MSM8996 Snapdragon 821 (14 nm);Adreno 530;Android 7.1 (Nougat), upgradable to Android 10;N/A;N/A;N/A;"8 MP, f/2.4, 1/3.2"", 1.4µm";1080p@30fps;Yes;Yes
23;Google;Google Pixel 7 Pro;https://www.gsmarena.com/google_pixel_7_pro-11908.php;N/A;N/A;"23W wired, PD3.0, 50% in 30 min
23W wireless
Reverse wireless";N/A;N/A;N/A;Li-Ion 5000 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame;162.9 x 76.6 x 8.9 mm (6.41 x 3.02 x 0.35 in);Nano-SIM + eSIM;212 g (7.48 oz);5.2, A2DP, LE, aptX HD;Yes;GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct;Corning Gorilla Glass Victus;1440 x 3120 pixels, 19.5:9 ratio (~512 ppi density);6.7 inches, 110.6 cm2 (~88.7% screen-to-body ratio);LTPO AMOLED, 120Hz, HDR10+, 1000 nits (HBM), 1500 nits (peak);N/A;N/A;N/A;N/A;"Ultra Wideband (UWB) support
Circle to Search";N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2022, October 06;Available. Released 2022, October 13;N/A;Laser AF, Dual-LED flash, Pixel Shift, Auto-HDR, panorama;N/A;"50 MP, f/1.9, 25mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
48 MP, f/3.5, 120mm (periscope telephoto), 1/2.55"", 0.7µm, dual pixel PDAF, OIS, 5x optical zoom
12 MP, f/2.2, 126˚ (ultrawide), 1/2.9"", 1.25µm, AF";"4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR";UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 128GB 12GB RAM, 256GB 12GB RAM, 512GB 12GB RAM;Obsidian, Snow, Hazel;GP4BC, GE2AE, GFE4J;$ 199.99 / € 274.00 / £ 217.38 / ₹ 35,899;N/A;N/A;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 28, 30, 38, 40, 41, 48, 66, 71, 75, 76, 77, 78 SA/NSA/Sub6 - GP4BC;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 42, 46, 48, 66, 71 - GE2AE;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 28, 30, 38, 40, 41, 48, 66, 71, 77, 78, 257, 258, 260, 261 SA/NSA/Sub6/mmWave - GE2AE;N/A;N/A;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 83h;Photo / Video;1090 nits max brightness (measured);-24.8 LUFS (Very good);"AnTuTu: 796369 (v9)
GeekBench: 3187 (v5.1)
GFXBench: 34fps (ES 3.1 onscreen)";Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Google Tensor G2 (5 nm);Mali-G710 MP7;Android 13, upgradable to Android 15, up to 5 major Android upgrades;N/A;N/A;HDR, panorama;"10.8 MP, f/2.2, 21mm (ultrawide), 1/3.1"", 1.22µm";4K@30/60fps, 1080p@30/60fps;No;Yes, with stereo speakers
24;Google;Google Pixel 8;https://www.gsmarena.com/google_pixel_8-12546.php;N/A;N/A;"27W wired, PD3.0, PPS, 50% in 30 min
18W wireless
Reverse wireless
Bypass charging";N/A;N/A;N/A;Li-Ion 4575 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus), glass back (Gorilla Glass Victus), aluminum frame;150.5 x 70.8 x 8.9 mm (5.93 x 2.79 x 0.35 in);Nano-SIM + eSIM;187 g (6.60 oz);5.3, A2DP, LE, aptX HD;Yes;GPS (L1+L5), GLONASS (G1), GALILEO (E1+E5a), QZSS (L1+L5);No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;Corning Gorilla Glass Victus;1080 x 2400 pixels, 20:9 ratio (~428 ppi density);6.2 inches, 91.1 cm2 (~85.5% screen-to-body ratio);OLED, 120Hz, HDR10+, 1400 nits (HBM), 2000 nits (peak);N/A;N/A;N/A;N/A;Circle to Search;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2023, October 04;Available. Released 2023, October 12;"50 MP (12 MP eff.), f/1.7, 25mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
12 MP, f/2.2, 126˚ (ultrawide), 1/2.9"", 1.25µm, AF";Laser AF, Dual-LED flash, Pixel Shift, Ultra HDR, panorama, Best Take;N/A;N/A;"4K@24/30/60fps, 1080p@30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR";UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM;Obsidian, Hazel, Rose, Mint;GKWS6, G9BQD, GA04851-US, GZPFO, GPJ41;$ 249.95 / € 409.99 / £ 298.45 / ₹ 35,999;N/A;N/A;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78 SA/NSA/Sub6 - G9BQD;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 46, 48, 66, 71 - GKWS6, G9BQD;1, 2, 3, 5, 7, 8, 12, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78, 258, 260, 261 SA/NSA/Sub6/mmWave - GKWS6;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 11:17h;Endurance rating 83h;Photo / Video;1446 nits max brightness (measured);-26.0 LUFS (Very good);"AnTuTu: 926801 (v9), 1158631 (v10)
GeekBench: 3526 (v5), 4404 (v6)
GFXBench: 73fps (ES 3.1 onscreen)";Nona-core (1x3.0 GHz Cortex-X3 & 4x2.45 GHz Cortex-A715 & 4x2.15 GHz Cortex-A510);Google Tensor G3 (4 nm);Immortalis-G715s MC10;Android 14, upgradable to Android 16, up to 7 major Android upgrades;N/A;N/A;HDR, panorama;"10.5 MP, f/2.2, 20mm (ultrawide), 1/3.1"", 1.22µm";4K@24/30/60fps, 1080p@30/60fps;No;Yes, with stereo speakers
25;Google;Samsung Google Nexus S 4G;https://www.gsmarena.com/samsung_google_nexus_s_4g-3884.php;N/A;N/A;N/A;N/A;Up to 428 h;Up to 6 h;Removable Li-Ion 1500 mAh battery;N/A;N/A;123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in);Mini-SIM;131 g (4.62 oz);2.1, A2DP, EDR;Yes;GPS, A-GPS;No;microUSB 2.0;Wi-Fi 802.11 b/g/n, WiMAX, hotspot;Oleophobic coating;480 x 800 pixels, 5:3 ratio (~233 ppi density);4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio);Super AMOLED;N/A;N/A;N/A;N/A;"MP4/H.264 player
MP3/WAV/eAAC+ player
Organizer
Photo/video editor
Voice memo/dial/commands
Predictive text input
Near Field Communications";HTML, Adobe Flash;Accelerometer, gyro, proximity, compass, barometer;2011, March. Released 2011, May 08;Discontinued;N/A;LED flash;5 MP, AF;N/A;w480p@30fps;N/A;No;16GB 512MB RAM;Black;N/A;About 150 EUR;0.64 W/kg (head)     0.95 W/kg (body);N/A;N/A;CDMA 800 / 1900;CDMA2000 1xEV-DO;N/A;N/A;N/A;N/A;EV-DO Rev.A 3.1 Mbps;CDMA / EVDO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.0 GHz Cortex-A8;Hummingbird;PowerVR SGX540;Android 2.3 (Gingerbread);N/A;N/A;N/A;VGA;;Yes;Yes, with stereo speakers
26;Google;Google Pixel 3a;https://www.gsmarena.com/google_pixel_3a-9408.php;N/A;N/A;18W wired, PD2.0;N/A;N/A;N/A;Li-Po 3000 mAh, non-removable;N/A;Glass front (Asahi Dragontrail), plastic back, plastic frame;151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in);Nano-SIM + eSIM;147 g (5.19 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Asahi Dragontrail Glass;1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density);5.6 inches, 79.6 cm2 (~75.0% screen-to-body ratio);OLED;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2019, May 07;Available. Released 2019, May 15;N/A;Dual-LED flash, Pixel Shift, HDR, panorama;"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS";N/A;4K@30fps, 1080p@30/60/120fps;eMMC 5.1;No;64GB 4GB RAM;Just Black, Clearly White, Purple-ish;G020A, G020E, G020B, G020G, G020H;About 120 EUR;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66, 71;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat11 600/75 Mbps;GSM / CDMA / HSPA / EVDO / LTE;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver);Qualcomm SDM670 Snapdragon 670 (10 nm);Adreno 615;Android 9.0 (Pie), upgradable to Android 12;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;Yes;Yes, with stereo speakers
27;Google;Google Pixel 9;https://www.gsmarena.com/google_pixel_9-13219.php;N/A;N/A;"27W wired, PD3.0, PPS, 55% in 30 min
15W wireless (w/ Pixel Stand)
12W wireless (w/ Qi compatible charger)
Reverse wireless
Bypass charging";N/A;N/A;N/A;Li-Ion 4700 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus 2), aluminum frame;152.8 x 72 x 8.5 mm (6.02 x 2.83 x 0.33 in);Nano-SIM + eSIM;198 g (6.98 oz);5.3, A2DP, LE, aptX HD;Yes;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band;Corning Gorilla Glass Victus 2, Mohs level 4;1080 x 2424 pixels, 20:9 ratio (~422 ppi density);6.3 inches, 94.7 cm2 (~86.1% screen-to-body ratio);OLED, 120Hz, HDR10+, 1800 nits (HBM), 2700 nits (peak);49:12h endurance, 1000 cycles;Class A;Class A (270 falls);Class B;"Satellite SOS service
Circle to Search";N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer;2024, August 13;Available. Released 2024, August 22;"50 MP, f/1.7, 25mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
48 MP, f/1.7, 123˚ (ultrawide), 1/2.55"", dual pixel PDAF";Single-zone Laser AF, LED flash, Pixel Shift, Ultra-HDR, panorama, Best Take;N/A;N/A;"4K@24/30/60fps, 1080p@24/30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR";UFS 3.1;No;128GB 12GB RAM, 256GB 12GB RAM;Obsidian, Porcelain, Wintergreen, Peony;G2YBB, GUR25, G1B60;$ 479.95 / € 540.21 / £ 469.99 / ₹ 56,750;N/A;0.99 W/kg (head)     1.40 W/kg (body);1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 30, 38, 40, 41, 66, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - GUR25;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 71 - G2YBB;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78, 258, 260, 261 SA/NSA/Sub6/mmWave - G2YBB;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 13:05h;N/A;N/A;2232 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 1224020 (v10)
GeekBench: 4489 (v6)
3DMark: 2587 (Wild Life Extreme)";Octa-core (1x3.1 GHz Cortex-X4 & 3x2.6 GHz Cortex-A720 & 4x1.92 GHz Cortex-A520);Google Tensor G4 (4 nm);Mali-G715 MC7;Android 14, upgradable to Android 16, up to 7 major Android upgrades;N/A;N/A;HDR, panorama;"10.5 MP, f/2.2, 20mm (ultrawide), 1/3.1"", 1.22µm, PDAF";4K@30/60fps, 1080p@30/60fps;No;Yes, with stereo speakers
28;Google;Google Pixel 10 Pro;https://www.gsmarena.com/google_pixel_10_pro_5g-13987.php;N/A;N/A;"30W wired, PD3.0, PPS, 55% in 30 min
15W wireless (magnetic), Qi2
Reverse wired
Bypass charging";N/A;N/A;N/A;Li-Ion 4870 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus 2), aluminum frame;152.8 x 72 x 8.5 mm (6.02 x 2.83 x 0.33 in);"Nano-SIM + eSIMeSIM + eSIM (8 or more, max 2 at a time; USA)";207 g (7.30 oz);6.0, A2DP, LE, aptX HD;Yes;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band;Corning Gorilla Glass Victus 2, Mohs level 4;1280 x 2856 pixels, 20:9 ratio (~495 ppi density);6.3 inches, 96.3 cm2 (~87.6% screen-to-body ratio);LTPO OLED, 120Hz, HDR10+, 2200 nits (HBM), 3300 nits (peak);51:09h endurance, 1000 cycles;Class A;Class A (270 falls);Class B;"Ultra Wideband (UWB) support
Satellite SOS service
Circle to Search";N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer, thermometer (skin temperature);2025, August 20;Available. Released 2025, August 28;N/A;Multi-zone Laser AF, LED flash, Pixel Shift, Ultra-HDR, panorama, Best Take, Zoom Enhance;N/A;"50 MP, f/1.7, 25mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
48 MP, f/2.8, 113mm (periscope telephoto), 1/2.55"", dual pixel PDAF, OIS, 5x optical zoom
48 MP, f/1.7, 123˚ (ultrawide), 1/2.55"", dual pixel PDAF";"8K@30fps (via cloud-based upscaling), 4K@24/30/60fps, 1080p@24/30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR";"UFS 3.1 - 128GB only
UFS 4.0";No;128GB 16GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Moonstone, Jade, Porcelain, Obsidian;GEHN3, G4QUR, GN4F5;$ 999.00 / € 993.00 / £ 999.00 / ₹ 103,999;0.99 W/kg (head)     0.99 W/kg (body);0.99 W/kg (head)     1.39 W/kg (body);1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 258, 260, 261 SA/NSA/Sub6/mmWave - G4QUR;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 30, 32, 38, 39, 40, 41, 42, 48, 66, 71, 75 - GEHN3;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 30, 38, 40, 46, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - GEHN3;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 10:10h;N/A;N/A;N/A;-25.7 LUFS (Very good);N/A;Octa-core (1x3.78 GHz Cortex-X4 & 5x3.05 GHz Cortex-A725 & 2x2.25 GHz Cortex-A520);Google Tensor G5 (3 nm);PowerVR DXT-48-1536;Android 16, up to 7 major Android upgrades;N/A;N/A;HDR, panorama;42 MP, f/2.2, 17mm (ultrawide), PDAF;4K@30/60fps, 1080p@30/60fps;No;Yes, with stereo speakers
29;Google;HTC Google Nexus One;https://www.gsmarena.com/htc_google_nexus_one-3069.php;N/A;N/A;N/A;Up to 20 hours;Up to 290 h (2G) / Up to 250 h (3G);Up to 10 hours (2G) / Up to 7 hours (3G);Removable Li-Ion 1400 mAh battery;Trackball;N/A;119 x 59.8 x 11.5 mm (4.69 x 2.35 x 0.45 in);Mini-SIM;130 g (4.59 oz);2.1, A2DP;N/A;GPS, A-GPS;Factory locked by default, can be enabled;microUSB 2.0;Wi-Fi 802.11 a/b/g;N/A;480 x 800 pixels, 5:3 ratio (~252 ppi density);3.7 inches, 39.0 cm2 (~54.8% screen-to-body ratio);AMOLED;N/A;N/A;N/A;N/A;"Dedicated search key
MP3/eAAC+/WAV player
MP4/H.264 player
Voice memo
Predictive text input";HTML;Accelerometer, proximity, compass;2010, January. Released 2010, January;Discontinued;N/A;LED flash;5 MP, AF;N/A;480p@24fps;N/A;microSDHC (dedicated slot), 4 GB included;512MB RAM, 512MB;Brown (teflon coating);N/A;About 120 EUR;0.37 W/kg (head)     0.74 W/kg (body);N/A;HSDPA 850 / 1900 / 2100 - for AT&T, Rogers Wireless;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1700 / 2100;N/A;N/A;N/A;N/A;HSPA 7.2/2 Mbps;GSM / HSPA;Noise -86.1dB / Crosstalk -85.2dB;N/A;N/A;Photo;N/A;Voice 69dB / Noise 66dB / Ring 79dB;N/A;1.0 GHz Scorpion;Qualcomm QSD8250 Snapdragon S1;Adreno 200;Android 2.1 (Eclair), upgradable to 2.3.6 (Gingerbread);No;N/A;N/A;N/A;N/A;Yes;Yes
30;Google;Google Pixel 9a;https://www.gsmarena.com/google_pixel_9a-13478.php;N/A;N/A;"23W wired, PD3.0
7.5W wireless
Bypass charging";N/A;N/A;N/A;Li-Po 5100 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 3), aluminum frame, plastic back;154.7 x 73.3 x 8.9 mm (6.09 x 2.89 x 0.35 in);Nano-SIM + eSIM;186 g (6.56 oz);5.3, A2DP, LE;Yes;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e, dual/tri-band (market/region dependent);Corning Gorilla Glass 3, Mohs level 4;1080 x 2424 pixels, 20:9 ratio (~422 ppi density);6.3 inches, 94.7 cm2 (~83.5% screen-to-body ratio);P-OLED, HDR, 120Hz, 1800 nits (HBM), 2700 nits (peak);52:19h endurance, 1000 cycles;Class B;Class A (270 falls);Class B;Circle to Search;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2025, March 19;Available. Released 2025, April 10;"48 MP, f/1.7, 25mm (wide), 1/2.0"", 0.8µm, dual pixel PDAF, OIS
13 MP, f/2.2, 120˚ (ultrawide), 1/3.1"", 1.12µm";Dual-LED flash, Pixel Shift, Ultra HDR, panorama, Best Take;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS;UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM;Obsidian, Porcelain, Iris, Peony;GXQ96, GTF7P, G3Y12;$ 413.00 / € 419.89 / £ 499.00 / ₹ 42,908;N/A;0.99 W/kg (head)     1.39 W/kg (body);1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 41, 48, 66, 70, 71, 77, 78 SA/NSA/Sub6 - USA;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 14, 17, 18, 19, 20, 21, 26, 28, 32, 38, 39, 40, 41, 42, 66, 75 - International;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78, 79 SA/NSA/Sub6 - International;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 12:42h;N/A;N/A;N/A;-27.2 LUFS (Good);N/A;Octa-core (1x3.1 GHz Cortex-X4 & 3x2.6 GHz Cortex-A720 & 4x1.9 GHz Cortex-A520);Google Tensor G4 (4 nm);Mali-G715 MP7;Android 15, upgradable to Android 16, up to 7 major Android upgrades;N/A;N/A;HDR, panorama;"13 MP, f/2.2, 20mm (ultrawide), 1/3.1"", 1.12µm";4K@30fps, 1080p@30fps;No;Yes, with stereo speakers
